项目名称,项目编号,开标时间,工程分类,是否联合体投标,资格审查方式,预算,备注,企业资质,人员资质,招标公告网址
2023年淳安县千岛湖镇汪家村生活污水“零直排村”建设工程,A3301270160507436001221,2023/7/20 8:45,市政公用,否,资格后审,465.0368,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=743d554e-1552-49e9-9126-ac0ab0d85792&IsInner=0&IsHistory=&ModuleID=22
浙西天路户外圈旅游设施提升项目（河桥镇域）一一河桥镇重点区块（荷村）综合改造工程,A3301850210507409001221,2023/7/21 9:00,市政公用,否,资格后审,395.568,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=84cc0fe0-eaa1-4a73-8e18-a140919408d8&IsInner=0&IsHistory=&ModuleID=22
富春十小北侧金凤路新建工程,A3301110200507460001221,2023/7/21 9:00,市政公用,否,资格后审,598.3794,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=66a4c672-3ac0-492c-b748-0d1a58bb4297&IsInner=0&IsHistory=&ModuleID=22
2023年闲林街道&#8220;四好农村路&#8221;建设项目,A3301100140280050001231,2023/7/20 9:30,公路(交通),否,资格后审,640,,具备施工总承包企业公路工程(新)三级,具备交通工程二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=3ad88f7f-2510-446a-a902-c133da2d348b&IsInner=0&IsHistory=&ModuleID=22
浙西天路户外圈旅游设施提升项目（河桥镇域）一河桥镇美丽田园建设,A3301850210507410001221,2023/7/24 9:00,市政公用,否,资格后审,337.3755,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=7c94056d-71ea-4a84-b80e-cdca53824305&IsInner=0&IsHistory=&ModuleID=22
浙西天路户外圈旅游设施提升项目（河桥镇域）一河桥镇老街消防通道建设,A3301850210507404001221,2023/7/20 9:00,市政公用,否,资格后审,147.7003,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=2ae2fe5e-a888-419c-b903-7f3c0df297ce&IsInner=0&IsHistory=&ModuleID=22
青山湖万丽酒店室内装饰及配套工程,A3301850210507417001111,,房屋建筑,否,资格预审,31868.7424,,具备 专业承包企业建筑装修装饰工程(新) 一级,具备 建筑工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=c0a6a890-ae2e-458a-9790-3e184fc52727&IsInner=0&IsHistory=&ModuleID=22
杭州市七格污水处理厂清洁排放提标改造工程（三、四期）-三期新建部分,A3301010060505814001222,,市政公用,否,资格后审,7137.0152,投标单位须完成市场主体注册入库。,具备 施工总承包企业市政公用工程(新) 一级,具备 市政公用工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=6e11c21e-89f3-4b49-a6d3-1874c3b7583c&IsInner=0&IsHistory=&ModuleID=22
良渚文化艺术走廊综合整治项目一期,A3301100140507380001111,,房屋建筑,否,资格预审,15407.89,,具备施工总承包企业建筑工程(新)三级,具备建筑工程二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=563f262e-5fb0-4111-97b0-206ddd9023ce&IsInner=0&IsHistory=&ModuleID=22
2023年桐庐县老旧小区综合改造提升工程二期设计,A3301220150507398001211,2023/7/19 9:30,房屋建筑,否,资格后审,135.2175,本项目为住宅宿舍改造，20层及以下一般标准的居住建筑工程，规模为中型所以采用乙级及以上资质。,具备 设计专业类 建筑行业 建筑工程 乙级 或者具备 设计综合类 甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=f22f5b7a-4597-4894-8a8d-25676b2165fc&IsInner=0&IsHistory=&ModuleID=22
杭州未来科技城YH02-C-13地块（共有产权房）设计,A3301100140507065001211,2023/7/18 9:30,房屋建筑,否,资格后审,634.0918,,具备 设计综合类 甲级 或者具备 设计专业类 建筑行业 建筑工程 甲级 或者具备 设计专业类 建筑行业 甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=e37f1a3f-1b2f-4003-80dd-21347725c3c1&IsInner=0&IsHistory=&ModuleID=22
杭州未来科技城YH02-C-13地块（共有产权房）设计,A3301100140507065001211,2023/7/18 9:30,房屋建筑,否,资格后审,634.0918,,具备 设计综合类 甲级 或者具备 设计专业类 建筑行业 建筑工程 甲级 或者具备 设计专业类 建筑行业 甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=e37f1a3f-1b2f-4003-80dd-21347725c3c1&IsInner=0&IsHistory=&ModuleID=22
良渚街道荀山村（部分区域）未来乡村示范村建设项目设计采购施工（EPC）工程总承包项目,A3301100140507353001211,2023/7/28 9:30,房屋建筑,是,资格后审,2028.5,,同时具备施工总承包企业建筑工程(新)三级、设计综合类甲级或者同时具备施工总承包企业建筑工程(新)三级、设计专业类建筑行业乙级或者同时具备设计专业类建筑行业建筑工程乙级、施工总承包企业建筑工程(新)三级,具备建筑工程二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=24ab78d8-a01b-4555-a687-60feff86e189&IsInner=0&IsHistory=&ModuleID=22
文新街道沁雅社区黄龙公寓老旧小区提升改造项目,A3301060110507418001211,2023/7/21 9:00,房屋建筑,否,资格后审,750.1359,,具备 施工总承包企业建筑工程(新) 三级,具备 建筑工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=345616b0-5eaa-44f1-a7b9-e6e22d5b45f5&IsInner=0&IsHistory=&ModuleID=22
余杭区东西向快速通道配套（高架花箱及亮化）工程亮化四标段,A3301100140280049001231,2023/7/21 9:30,公路(交通),否,资格后审,1300,,具备 专业承包企业公路交通工程公路机电工程分项(新) 二级,具备 机电工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=9d54a092-d597-4459-a283-04ce0c778c95&IsInner=0&IsHistory=&ModuleID=22
萧政储出〔2022〕7号项目酒店单体精装修及弱电智能化工程,A3301090130507250001211,2023/7/18 9:00,房屋建筑,是,资格后审,12534.3088,投标单位需完成市场主体注册入库。,同时具备 专业承包企业电子与智能化工程(新) 二级、专业承包企业建筑装修装饰工程(新) 一级,具备 建筑工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=36947311-218f-4c9f-9e19-7828f02845ec&IsInner=0&IsHistory=&ModuleID=22
常安镇东风村至场口镇百丈坞村（路面工程）,A3301110200280019001231,2023/7/19 9:00,公路(交通),否,资格后审,531.7737,,具备 施工总承包企业公路工程(新) 三级,具备 公路工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=e34f0761-9f74-487f-98da-dea9d2003d77&IsInner=0&IsHistory=&ModuleID=22
银湖村保障性租赁房及配套用房项目和银湖村安置留用地项目-设计,A3301110200507422001211,2023/7/19 9:00,房屋建筑,否,资格后审,376.832,投标人资格要求：具备设计综合资质甲级或设计行业资质甲级（建筑行业）或设计专业资质甲级（建筑专业）,具备 设计综合类 甲级 或者具备 设计专业类 建筑行业 建筑工程 甲级 或者具备 设计专业类 建筑行业 甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=6d8dcee8-6c21-468f-9b98-c7a0e35eefdd&IsInner=0&IsHistory=&ModuleID=22
天城单元范家路(规划支路-环站西路)道路工程,A3301010060507273001221,2023/7/18 9:00,市政公用,否,资格后审,1903.8303,投标单位须完成市场主体注册入库。,具备 施工总承包企业市政公用工程(新) 二级,具备 市政公用工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=beafd256-66f6-4662-b36c-618ee2690e32&IsInner=0&IsHistory=&ModuleID=22
玲珑小堰山产业区基础设施配套项目设计,A3301850210507474001221,2023/7/24 9:00,市政公用,是,资格后审,1231.2899,,同时具备 设计专业类 市政公用行业 轨道交通工程 甲级、设计专业类 市政行业（燃气工程、轨道交通工程除外） 甲级 或者具备 设计专业类 市政公用行业 甲级 或者具备 设计综合类 甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=a9989f1d-8667-439e-bdd8-2653ac6cb402&IsInner=0&IsHistory=&ModuleID=22
杭州富春湾新城春北片区开发项目经纬路（富春湾大道至江滨南大道）--供水工程,A3301110200507419001221,2023/7/18 9:00,市政公用,否,资格后审,329.8384,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=0d06e47e-8ee6-4c3f-bda1-6ca6cc8de408&IsInner=0&IsHistory=&ModuleID=22
浙江浙能电力股份有限公司萧山发电厂厂区4338kWp分布式光伏发电项目工程总承包（EPC）,A3301090130506299001212,2023/7/28 9:30,房屋建筑,是,资格后审,1779.8521,投标单位需完成市场主体注册入库。,同时具备 设计综合类 甲级、施工总承包企业电力工程(新) 三级 或者同时具备 设计专业类 电力行业 乙级、施工总承包企业电力工程(新) 三级 或者同时具备 设计专业类 电力行业 新能源发电工程设计 乙级、施工总承包企业电力工程(新) 三级,具备 机电工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=94c26b67-5ce1-4ce1-b538-f82ddd6a5a01&IsInner=0&IsHistory=&ModuleID=22
百丈镇社区卫生服务中心公共卫生楼建设项目,A3301100140507195001211,2023/7/18 9:30,房屋建筑,否,资格后审,823.1803,,具备 施工总承包企业建筑工程(新) 三级,具备 建筑工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=4541c55d-83c8-4fd1-bf65-7085e91569d6&IsInner=0&IsHistory=&ModuleID=22
临平运河储能项目设计,A3301131280507137001292,2023/7/18 9:30,其他,是,资格后审,550.88,,具备 设计综合类 甲级 或者同时具备 设计专业类  电力行业 甲级、设计专业类 建筑行业 建筑工程 甲级 或者同时具备 设计专业类 建筑行业 甲级、设计专业类 电力行业 甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=517b170b-d1dd-41e7-81e5-986a84c9721d&IsInner=0&IsHistory=&ModuleID=22
临政储出〔2022〕3号地块项目,A3301850210507441001211,2023/7/20 9:00,房屋建筑,是,资格后审,35215.4434,,具备 施工总承包企业建筑工程(新) 二级,具备 建筑工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=21340368-f182-4586-a458-969c3c5cf143&IsInner=0&IsHistory=&ModuleID=22
零磁科学谷启动区块-浦乐实业西侧地块项目设计,A3301080120507391001211,2023/7/17 9:15,房屋建筑,是,资格后审,345,,具备 设计综合类 甲级 或者具备 设计专业类  建筑行业 建筑工程 甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=10e8a98e-1149-46bf-afaf-a5e4e47d4e70&IsInner=0&IsHistory=&ModuleID=22
文昌镇“三茶”统筹共富建设项目一美丽茶村基础配套建设工程,A3301270160507228001221,2023/7/17 8:45,市政公用,否,资格后审,433.1314,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=81126b0b-66dc-4cb5-bca5-7efbb94d71b2&IsInner=0&IsHistory=&ModuleID=22
道源路（萧然西路-南门安置房）项目,A3301090130507356001221,2023/7/17 9:00,市政公用,否,资格后审,1255.3698,投标单位需完成市场主体注册入库。,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=b8327aa0-46e4-4a41-8bb4-59f8155a75af&IsInner=0&IsHistory=&ModuleID=22
2023年度临安区青山湖街道潘联村等2村永久基本农田集中连片整治项目（潘联村）,A3301850210180014001291,2023/7/17 9:00,其他,否,资格后审,681.457,,具备 施工总承包企业市政公用工程(新) 市政工程 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=ca9c2860-0712-4fd8-8572-6bc0f76afa83&IsInner=0&IsHistory=&ModuleID=22
D5-01-01地块青山湖科技城硬科技产业园方案及初步设计项目,A3301850210507433001211,2023/7/18 9:00,房屋建筑,否,资格后审,1250,,具备 设计综合类 甲级 或者具备 设计专业类 建筑行业 建筑工程 甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=20c0a651-a729-41f1-9054-c026fa40cb47&IsInner=0&IsHistory=&ModuleID=22
十三省道南侧地块限价房项目设计,A3301850210507352001211,2023/7/19 9:00,房屋建筑,否,资格后审,424,,具备 设计综合类 甲级 或者具备 设计专业类 建筑行业 建筑工程 甲级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=592e254f-fee2-4fd8-bc5c-d1b653dcd655&IsInner=0&IsHistory=&ModuleID=22
建德市寿昌初级中学改扩建工程,A3301820190507384001211,2023/7/26 8:45,房屋建筑,否,资格后审,5899.345,,具备 施工总承包企业建筑工程(新) 三级,具备 建筑工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=6c660de3-5efa-4414-ace4-2bed9bdfc687&IsInner=0&IsHistory=&ModuleID=22
杭州市临安区2023年度农村公路桥隧定期检查,A3301850210280017001231,2023/7/19 9:00,公路(交通),否,资格后审,109,,,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=17c6d869-a851-4a9f-8330-f02f3ab62479&IsInner=0&IsHistory=&ModuleID=22
2023年农村公路及病危桥改造提升工程-河桥镇（秀祠线、章章线、赤蒲线、蒲朱线、芦云线罗山桥）,A3301850210280015001231,2023/7/18 9:00,公路(交通),否,资格后审,212.7567,,具备 施工总承包企业公路工程(新) 三级,具备 公路 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=871f0862-ee13-46f4-a08a-646a11a67ecd&IsInner=0&IsHistory=&ModuleID=22
临金高速天目溪管线桥项目（电力迁改）工程,A3301850210280016001231,2023/7/17 9:00,公路(交通),否,资格后审,573.91,,具备 施工总承包企业公路工程(新) 三级,具备 公路 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=13c83abc-900a-4486-8905-ff35c021e20e&IsInner=0&IsHistory=&ModuleID=22
溪映听庐,13201120230626000,,房管,否,普通,0,,,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=ef99c47e-c8b3-4355-aab5-6aff9b3ea5ed&IsInner=0&IsHistory=&ModuleID=22
桐庐城乡供水一体化管网提升改造工程（一期）-县城区和横村镇-部分道路和农村给水工程（横村镇杜预村农村自来水工程）,A3301220150507364001221,2023/7/18 9:30,市政公用,否,资格后审,344.6179,,具备 施工总承包企业市政公用工程(新) 三级,具备 市政公用工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=fee087c9-d5e7-4cd7-8c6c-30d83db302d2&IsInner=0&IsHistory=&ModuleID=22
白马湖和院东地块（白马湖美好生活共同体）项目监理,A3301080120507383001211,2023/7/18 9:15,房屋建筑,否,资格后审,283.6684,,具备 综合 或者具备 房屋建筑工程 乙级,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=47f54d8e-7086-45db-9933-6a96d6763622&IsInner=0&IsHistory=&ModuleID=22
府苑新村未来社区（老旧小区）提升改造工程,A3301060110507369001111,,房屋建筑,否,资格预审,2406.4286,,具备 施工总承包企业建筑工程(新) 一级,具备 建筑工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=fe17f1ce-b221-4e3c-86ea-ca7860e7aef3&IsInner=0&IsHistory=&ModuleID=22
白马湖和院东地块（白马湖美好生活共同体）项目桩基工程,A3301080120507399001211,2023/7/17 9:15,房屋建筑,否,资格后审,1563.6432,,具备 专业承包企业地基基础工程(新) 一级,具备 建筑工程 一级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=2867adbe-5978-4dea-a502-0418f86e4ba1&IsInner=0&IsHistory=&ModuleID=22
临平政工出[2023]14号年产10台套燃气轮机组项目监理,A3301131280507258001211,2023/7/17 9:30,房屋建筑,是,资格后审,224.94,,具备 房屋建筑工程 甲级 或者具备 综合,,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=f4490b9e-2dbc-4f2d-ba8b-b83190e60e46&IsInner=0&IsHistory=&ModuleID=22
秦望区块公建配套-秦望浦改移工程（一期）,A3301110200980006001251,2023/7/18 9:00,水利水电,否,资格后审,8749.66,,具备 施工总承包企业水利水电工程(新) 二级,具备 水利水电工程 二级,https://ggzy.hzctc.hangzhou.gov.cn/AfficheShow/Home?AfficheID=50f04ae0-6dae-4561-b383-2cb5031119b5&IsInner=0&IsHistory=&ModuleID=22
